"id","tweet_list","location","retweet","hashtags","sentiment"
"eugeny_korneev","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…",,"70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"McmikeMichaels","@DellTechZA Entered #Dell","Johannesburg, South Africa","0","{'text': 'Dell', 'indices': [20, 25]}","neutral"
"CrazyKen_retail","Check out Dell Inspiron One 2320, All in one computer, i5 2400S, 6GB, 1TB, touch screen #Dell https://t.co/rkUfjQeXHO via @eBay","Dunnellon, FL","0","{'text': 'Dell', 'indices': [88, 93]}","neutral"
"MRichtberg","Honored by FastCompany to have #Dell Technologies recognized among Best Places to Work for Innovators! 
 #innovation https://t.co/mDhXQUqwEG",,"0","{'text': 'Dell', 'indices': [31, 36]} {'text': 'innovation', 'indices': [105, 116]}","positive"
"bananacomputers","New Alienware 55"" OLED Gaming Monitor.
#CAD #Servers #Storage #Desktops #Rugged #Laptops #Tablets #XPS #Precisions… https://t.co/E3s9VK1k3V","British Isles ","0","{'text': 'CAD', 'indices': [39, 43]} {'text': 'Servers', 'indices': [44, 52]} {'text': 'Storage', 'indices': [53, 61]} {'text': 'Desktops', 'indices': [62, 71]} {'text': 'Rugged', 'indices': [72, 79]} {'text': 'Laptops', 'indices': [80, 88]} {'text': 'Tablets', 'indices': [89, 97]} {'text': 'XPS', 'indices': [98, 102]} {'text': 'Precisions', 'indices': [103, 114]}","positive"
"UpperEdgeTech","#Dell XPS 15 (9500) Review:

A premium 15-inch #desktop replacement that's chasing perfection.

https://t.co/A5lqmgWJZX","Shipping Worldwide, FAST!","0","{'text': 'Dell', 'indices': [0, 5]} {'text': 'desktop', 'indices': [47, 55]}","neutral"
"SimpleworksIT","Make sure your #MSP is updating the firmware on your servers and workstations. More is needed than just applying Wi… https://t.co/TX5orGobvD","Colorado Springs","1","{'text': 'MSP', 'indices': [15, 19]}","positive"
"AnBenji","RT @kennethholley: Researchers Warn of High-Severity Dell PowerEdge Server Flaw #cybersecurity #infosec #digitalsecurity #dell https://t.co…",,"2","{'text': 'cybersecurity', 'indices': [80, 94]} {'text': 'infosec', 'indices': [95, 103]} {'text': 'digitalsecurity', 'indices': [104, 120]} {'text': 'dell', 'indices': [121, 126]}","neutral"
"bbayless23","So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/4HsGWsERSv","Parker, CO","0","{'text': 'poshmark', 'indices': [75, 84]} {'text': 'fashion', 'indices': [85, 93]} {'text': 'style', 'indices': [94, 100]} {'text': 'shopmycloset', 'indices': [101, 114]}","positive"
"silvermarkg","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","London, UK","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"LovesEDUTech","Dell is ranked #4 on this list, which is phenomenal! (Though, it is always #1 to me!)   #ProudDay #Dell #Top5… https://t.co/eYX9eI8JNG","Toronto, Ontario, Canada","0","{'text': 'ProudDay', 'indices': [88, 97]} {'text': 'Dell', 'indices': [98, 103]} {'text': 'Top5', 'indices': [104, 109]}","positive"
"FLComputing","Is it time for an #Upgrade ? #WeCanHelp with that. 
Call #Today to make an #Appointment 

@FLComputing 

#Broken… https://t.co/lJfZqfryIo","United States","0","{'text': 'Upgrade', 'indices': [18, 26]} {'text': 'WeCanHelp', 'indices': [29, 39]} {'text': 'Today', 'indices': [57, 63]} {'text': 'Appointment', 'indices': [75, 87]} {'text': 'Broken', 'indices': [105, 112]}","neutral"
"OdinFerro","RT @SCMagazine: #Dell issued a patch for a path traversal vulnerability found in the Integrated Dell Remote Access Controller that could al…","Philadelphia, PA","2","{'text': 'Dell', 'indices': [16, 21]}","negative"
"UdemyForfree100","RT @piotrglowaty: If you want to keep your iDRAC Enterprise license after mainboard replacement for pre owned, you need to change Service T…","morocco","1",,"neutral"
"kennethholley","Researchers Warn of High-Severity Dell PowerEdge Server Flaw #cybersecurity #infosec #digitalsecurity #dell https://t.co/hWWBBoYZNz","Washington, DC  •  Austin","2","{'text': 'cybersecurity', 'indices': [61, 75]} {'text': 'infosec', 'indices': [76, 84]} {'text': 'digitalsecurity', 'indices': [85, 101]} {'text': 'dell', 'indices': [102, 107]}","neutral"
"piotrglowaty","If you want to keep your iDRAC Enterprise license after mainboard replacement for pre owned, you need to change Ser… https://t.co/gu2p04FbEF","Kraków, Polska","1",,"neutral"
"tecustry","Check out this DELL LATITUDE 3400! Perfect for working from home, streaming and overall day to day usage!… https://t.co/UxQFrIUFfT","Chester Springs, PA","0",,"positive"
"DM_newbie","Due to #Covid19 people have shifted to online buying. In this #pandemic situation, it is super easy to order from A… https://t.co/xVw0EGByns",,"0","{'text': 'Covid19', 'indices': [7, 15]} {'text': 'pandemic', 'indices': [62, 71]}","positive"
"miketerrill","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Phoenix, AZ","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"riteshambastha","That's my new 27inch beast !! An all in one powerful i7 16GB machine from #dell. Look at my #MacBookAir ..looking s… https://t.co/XyuDjHt4Ot","Mumbai, India","0","{'text': 'dell', 'indices': [74, 79]} {'text': 'MacBookAir', 'indices': [92, 103]}","positive"
"kirstenatdell","RT @stephatkins: ""Closer to the #edge: How #edgecomputing will drive #Industry40"" by Anasia D'mello https://t.co/izeGecAX9P #delltechnologi…","Austin, TX","4","{'text': 'edge', 'indices': [32, 37]} {'text': 'edgecomputing', 'indices': [43, 57]} {'text': 'Industry40', 'indices': [69, 80]}","neutral"
"CompassIntel","RT @stephatkins: ""Closer to the #edge: How #edgecomputing will drive #Industry40"" by Anasia D'mello https://t.co/izeGecAX9P #delltechnologi…","United States","4","{'text': 'edge', 'indices': [32, 37]} {'text': 'edgecomputing', 'indices': [43, 57]} {'text': 'Industry40', 'indices': [69, 80]}","neutral"
"5GEdgeNow","RT @stephatkins: ""Closer to the #edge: How #edgecomputing will drive #Industry40"" by Anasia D'mello https://t.co/izeGecAX9P #delltechnologi…",,"4","{'text': 'edge', 'indices': [32, 37]} {'text': 'edgecomputing', 'indices': [43, 57]} {'text': 'Industry40', 'indices': [69, 80]}","neutral"
"stephatkins","""Closer to the #edge: How #edgecomputing will drive #Industry40"" by Anasia D'mello https://t.co/izeGecAX9P #delltechnologies #dell @DellTech","Bandera, Texas","4","{'text': 'edge', 'indices': [15, 20]} {'text': 'edgecomputing', 'indices': [26, 40]} {'text': 'Industry40', 'indices': [52, 63]} {'text': 'delltechnologies', 'indices': [107, 124]} {'text': 'dell', 'indices': [125, 130]}","neutral"
"sectest9","RT @Fabriziobustama: Researchers Warn of High-Severity Dell PowerEdge Server Flaw
By @threatpost https://t.co/CynTuaEskC
#Dell #CyberSecuri…","Hyderabad, India","17","{'text': 'Dell', 'indices': [121, 126]}","neutral"
"CyberSecurityN8","RT @Fabriziobustama: Researchers Warn of High-Severity Dell PowerEdge Server Flaw
By @threatpost https://t.co/CynTuaEskC
#Dell #CyberSecuri…",,"17","{'text': 'Dell', 'indices': [121, 126]}","neutral"
"corixpartners","RT @Fabriziobustama: Researchers Warn of High-Severity Dell PowerEdge Server Flaw
By @threatpost https://t.co/CynTuaEskC
#Dell #CyberSecuri…","London, UK","17","{'text': 'Dell', 'indices': [121, 126]}","neutral"
"Transform_Sec","RT @Fabriziobustama: Researchers Warn of High-Severity Dell PowerEdge Server Flaw
By @threatpost https://t.co/CynTuaEskC
#Dell #CyberSecuri…","London, England","17","{'text': 'Dell', 'indices': [121, 126]}","neutral"
"DigitimesDotCom","HPE reportedly to move server R&amp;D to Taiwan #China #Dell #globalserver #HP #ICTmanufacturing #India… https://t.co/m5rdtjonab","Taiwan","0","{'text': 'China', 'indices': [48, 54]} {'text': 'Dell', 'indices': [55, 60]} {'text': 'globalserver', 'indices': [61, 74]} {'text': 'HP', 'indices': [75, 78]} {'text': 'ICTmanufacturing', 'indices': [79, 96]} {'text': 'India', 'indices': [97, 103]}","neutral"
"Getech_Disti","Until Friday July 31st you can save on the #Dell Wyse 5070 with #Getech! Choose Windows 10 IoT or Wyse ThinOs, true… https://t.co/MIkLykv9ZX","Ipswich","0","{'text': 'Dell', 'indices': [43, 48]} {'text': 'Getech', 'indices': [64, 71]}","neutral"
"iamdomino2","1st time completing every move &amp; set in @cesarp05's class! Feeling good! ???? #APOSrenewals #Mindfulness… https://t.co/rhnOuJItgp","Northwest Tennessee ","0","{'text': 'APOSrenewals', 'indices': [79, 92]} {'text': 'Mindfulness', 'indices': [93, 105]}","positive"
"PledgeNepal","RT @ISSUSA_ERP: Integrated Systems Solutions collaborates w/#Microsoft, #Dell &amp; #MatchlessIT to develop a #scalable #Dynamics365 #solution…","Kathmandu, Nepal","2","{'text': 'Microsoft', 'indices': [60, 70]} {'text': 'Dell', 'indices': [72, 77]} {'text': 'MatchlessIT', 'indices': [84, 96]} {'text': 'scalable', 'indices': [110, 119]} {'text': 'Dynamics365', 'indices': [120, 132]} {'text': 'solution', 'indices': [133, 142]}","neutral"
"DilashaKCC","RT @ISSUSA_ERP: Integrated Systems Solutions collaborates w/#Microsoft, #Dell &amp; #MatchlessIT to develop a #scalable #Dynamics365 #solution…","Pokhara","2","{'text': 'Microsoft', 'indices': [60, 70]} {'text': 'Dell', 'indices': [72, 77]} {'text': 'MatchlessIT', 'indices': [84, 96]} {'text': 'scalable', 'indices': [110, 119]} {'text': 'Dynamics365', 'indices': [120, 132]} {'text': 'solution', 'indices': [133, 142]}","neutral"
"ISSUSA_ERP","Integrated Systems Solutions collaborates w/#Microsoft, #Dell &amp; #MatchlessIT to develop a #scalable #Dynamics365… https://t.co/rX3XAIms6Z","Orange, CA","2","{'text': 'Microsoft', 'indices': [44, 54]} {'text': 'Dell', 'indices': [56, 61]} {'text': 'MatchlessIT', 'indices': [68, 80]} {'text': 'scalable', 'indices': [94, 103]} {'text': 'Dynamics365', 'indices': [104, 116]}","neutral"
"cat69uk","RT @TechDataUK: Combining cutting-edge storage hardware with the flexibility and simplicity of modern software design, @DellEMC #PowerStore…","Northumberland, England","1","{'text': 'PowerStore', 'indices': [128, 139]}","positive"
"mrmiller1972","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Michigan","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"SCMagazine","#Dell issued a patch for a path traversal vulnerability found in the Integrated Dell Remote Access Controller that… https://t.co/56lgg9baKZ","NYC","2","{'text': 'Dell', 'indices': [0, 5]}","negative"
"TechDataUK","Combining cutting-edge storage hardware with the flexibility and simplicity of modern software design, @DellEMC… https://t.co/m59TTtRLtA","United Kingdom","1",,"positive"
"iKatlego","RT @DellTechZA: You could win an innovative #Dell Ultrasharp Monitor and Dell accessories. Click here to enter:  https://t.co/6xJTUt8XFt ht…","Sandton, South Africa","14","{'text': 'Dell', 'indices': [44, 49]}","positive"
"cassells","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Austin, TX","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"Tall_Des","RT @DellTechZA: You could win an innovative #Dell Ultrasharp Monitor and Dell accessories. Click here to enter:  https://t.co/6xJTUt8XFt ht…",,"14","{'text': 'Dell', 'indices': [44, 49]}","positive"
"kharjill24","RT @DellTechZA: You could win an innovative #Dell Ultrasharp Monitor and Dell accessories. Click here to enter:  https://t.co/6xJTUt8XFt ht…","Port Shepstone, South Africa","14","{'text': 'Dell', 'indices': [44, 49]}","positive"
"NourBassam","Dell Technologies is wishing everyone a very Happy Eid #iwork4dell #dell #egypt @DellEMCServices https://t.co/araXtXfaX5",,"0","{'text': 'iwork4dell', 'indices': [55, 66]} {'text': 'dell', 'indices': [67, 72]} {'text': 'egypt', 'indices': [73, 79]}","positive"
"appclonescript","A Roundup of Best Laptops in Terms of Performance and Usability
https://t.co/Xs5tttzNQ7
#laptops #dell #inspiron","United States","0","{'text': 'laptops', 'indices': [88, 96]} {'text': 'dell', 'indices': [97, 102]} {'text': 'inspiron', 'indices': [103, 112]}","positive"
"DealNews","Looking to find the best deals of the day? Look no further than our daily roundup! Today we're featuring #Dell's be… https://t.co/PvyMdV24JX","Cyberspace","0","{'text': 'Dell', 'indices': [105, 110]}","positive"
"audreyrsutton","RT @StuartKells: Brett Halliday in Mayflower editions, London 1963 #MikeShayne #Dell #pulp https://t.co/08J7vguXoy",,"3","{'text': 'MikeShayne', 'indices': [67, 78]} {'text': 'Dell', 'indices': [79, 84]} {'text': 'pulp', 'indices': [85, 90]}","neutral"
"BrayBuckley","@BillyTAndrade @ChampionsTour @AllyChallenge Love the #dell shirt! Play well","Vestavia Hills, AL","0","{'text': 'dell', 'indices': [54, 59]}","positive"
"StuartKells","RT @StuartKells: Brett Halliday in Mayflower editions, London 1963 #MikeShayne #Dell #pulp https://t.co/08J7vguXoy","Australia","3","{'text': 'MikeShayne', 'indices': [67, 78]} {'text': 'Dell', 'indices': [79, 84]} {'text': 'pulp', 'indices': [85, 90]}","neutral"
"junderkofler","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","WI","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"NSIguy","Researchers Warn of High-Severity Dell PowerEdge Server Flaw https://t.co/c62S6HclE2 #server #vulnerability #Dell","Indiana","0","{'text': 'server', 'indices': [85, 92]} {'text': 'vulnerability', 'indices': [93, 107]} {'text': 'Dell', 'indices': [108, 113]}","neutral"
"Aura09598340","@equitycaller @ASUSIndia @ASUS Stick to #dell or #Lenovo great build. #asus is known to be highly unreliable and mo… https://t.co/4KqkGgMLlU",,"0","{'text': 'dell', 'indices': [40, 45]} {'text': 'Lenovo', 'indices': [49, 56]} {'text': 'asus', 'indices': [70, 75]}","positive"
"DwilightF66","RT @NicolesChoice1: 2 #Winners!!
#Giveaway - Ends 7/31
#Win FREE REFURBISHED Dell Latitude E7270 PERSONAL COMPUTER (8GB storage, 128GB SSD,…","Texas, USA","1","{'text': 'Winners', 'indices': [22, 30]} {'text': 'Giveaway', 'indices': [33, 42]} {'text': 'Win', 'indices': [55, 59]}","positive"
"Deetech_in","Dell Launched New laptop "" XPS13"" All specifications &amp; Details check out Post ( image )
#Dell #dellxps #Laptop… https://t.co/3817NeqlCW","India","0","{'text': 'Dell', 'indices': [92, 97]} {'text': 'dellxps', 'indices': [98, 106]} {'text': 'Laptop', 'indices': [107, 114]}","positive"
"WeManageTech","""Can positive change happen to businesses after this pandemic? Computer maker Dell think it would be a ‘tragedy' to… https://t.co/QwbGDDmr2N","Lake Ozark, MO","0",,"positive"
"securitytrails","Researchers found a path traversal bug in Dell PowerEdge servers. The bug in the iDRAC technology could allow attac… https://t.co/Hhlafb5myY","Los Angeles, CA","1",,"neutral"
"MACEA_IVAN","RT @threatpost: A recently patched, high-severity #Dell PowerEdge server #security flaw could allow attackers to take over server operation…","Colombia","24","{'text': 'Dell', 'indices': [50, 55]} {'text': 'security', 'indices': [73, 82]}","neutral"
"IlkleyIT","Can positive change happen to businesses after this pandemic? Computer maker Dell think it would be a ‘tragedy' to… https://t.co/Ktjlwfy97r","Ilkley","0",,"positive"
"SMcCavanaugh","RT @MrsYisWhy: threatpost: A recently patched, high-severity #Dell PowerEdge server #security flaw could allow attackers to take over serve…",,"1","{'text': 'Dell', 'indices': [61, 66]} {'text': 'security', 'indices': [84, 93]}","neutral"
"Biscuits_OT","Absolutely love this feature to have my #smartcard plugged into the #laptop #dell #technology. Oh yes and this is W… https://t.co/Mqc6g1TDiP","Oxford ","0","{'text': 'smartcard', 'indices': [40, 50]} {'text': 'laptop', 'indices': [68, 75]} {'text': 'dell', 'indices': [76, 81]} {'text': 'technology', 'indices': [82, 93]}","positive"
"ecogujju","Best Laptop for Serato
https://t.co/gHj779kvx7
#best #laptop #serato #dell #inspiron","India","0","{'text': 'best', 'indices': [47, 52]} {'text': 'laptop', 'indices': [53, 60]} {'text': 'serato', 'indices': [61, 68]} {'text': 'dell', 'indices': [69, 74]} {'text': 'inspiron', 'indices': [75, 84]}","positive"
"LEDinside","More updates from the #MiniLED supply chain????????????  LG_Display reportedly supplied its Mini LED backlit LCD panel for… https://t.co/Lbls0Qn4nP",,"1","{'text': 'MiniLED', 'indices': [22, 30]}","positive"
"MB4maticAMG_SA","RT @bhutan_guide: @PiCoreTeam Hope pi network builds much better than ever #apple #dell #samsung #MercedesBenz","Sun City:South Africa","1","{'text': 'apple', 'indices': [75, 81]} {'text': 'dell', 'indices': [82, 87]} {'text': 'samsung', 'indices': [88, 96]} {'text': 'MercedesBenz', 'indices': [97, 110]}","positive"
"intunemike","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","DFW, Texas","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"NicolesChoice1","2 #Winners!!
#Giveaway - Ends 7/31
#Win FREE REFURBISHED Dell Latitude E7270 PERSONAL COMPUTER (8GB storage, 128GB… https://t.co/8WtzcBy3ll","Texas, USA","1","{'text': 'Winners', 'indices': [2, 10]} {'text': 'Giveaway', 'indices': [13, 22]} {'text': 'Win', 'indices': [35, 39]}","positive"
"WolfSec_ch","threatpost: A recently patched, high-severity #Dell PowerEdge server #security flaw could allow attackers to take o… https://t.co/ig5A2NfA1z","Zürich","0","{'text': 'Dell', 'indices': [46, 51]} {'text': 'security', 'indices': [69, 78]}","neutral"
"MrsYisWhy","threatpost: A recently patched, high-severity #Dell PowerEdge server #security flaw could allow attackers to take o… https://t.co/Lvt2Bd1mnL","In witness protection","1","{'text': 'Dell', 'indices': [46, 51]} {'text': 'security', 'indices': [69, 78]}","neutral"
"Mike_Sammons","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Surrey","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"SvenRiebe","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Schleswig-Holstein","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"akshay_khanna","@DellCares I called up #BlueDart customer care couple of hours back. They informed me that the box is deformed and… https://t.co/LCTmLJkxfl","New Delhi : India","0","{'text': 'BlueDart', 'indices': [23, 32]}","neutral"
"SavieSaviour","RT @Evetech: GIVEAWAY!????
The #Dell Vostro #Intel 10th Gen i3 laptop is up for grabs.

Here's how to enter:
????Like Evetech social pages
????Share…","South Africa","300","{'text': 'Dell', 'indices': [28, 33]} {'text': 'Intel', 'indices': [41, 47]}","positive"
"AnkitaR39357477","Guys seriously annoyed with the unprofessional attitude of #Dell. Brand new laptop having hardware probelms within… https://t.co/Lv9MvL2soL",,"0","{'text': 'Dell', 'indices': [59, 64]}","negative"
"lapitop_blore","Lapitop offers the best market value for your old laptops...Contact :???? +919980196197 ???? info@lapitop.in
????… https://t.co/vHcNRHYwMZ","Bengaluru, India","0",,"positive"
"LeonAshtonL1983","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Norfolk, UK","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"ichisea51","@DellCares Purchased a new Dell along with a Microsoft Office download over a week ago. Didn't get the download and… https://t.co/AW8ZZwHP1q","Honolulu","0",,"positive"
"ricsip82","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…",,"70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"gjmanojkumar","Job well done @Dell_IN @DellCares
 @dellindia Paid for a screen replacement a month ago. No service provided yet no… https://t.co/GSe5W7jtwg","Kerala,India","0",,"neutral"
"SuneThomsenDK","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Denmark","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"EntraineBiz","#SmartManufacturingSummit #Virtual #conference #technology #entraine #Sponsors #Panel #ptc #intel #dell… https://t.co/l47Ioj7eH1",,"0","{'text': 'SmartManufacturingSummit', 'indices': [0, 25]} {'text': 'Virtual', 'indices': [26, 34]} {'text': 'conference', 'indices': [35, 46]} {'text': 'technology', 'indices': [47, 58]} {'text': 'entraine', 'indices': [59, 68]} {'text': 'Sponsors', 'indices': [69, 78]} {'text': 'Panel', 'indices': [79, 85]} {'text': 'ptc', 'indices': [86, 90]} {'text': 'intel', 'indices': [91, 97]} {'text': 'dell', 'indices': [98, 103]}","neutral"
"danielclasson","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Sweden","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"omvapt","Researchers Warn of High-Severity #Dell #PowerEdge_Server Flaw #PowerEdge_Server #PowerEdge_Server_Vulnerability… https://t.co/IAbhJWnWwh","Tallinn, Estonia","0","{'text': 'Dell', 'indices': [34, 39]} {'text': 'PowerEdge_Server', 'indices': [40, 57]} {'text': 'PowerEdge_Server', 'indices': [63, 80]} {'text': 'PowerEdge_Server_Vulnerability', 'indices': [81, 112]}","neutral"
"Corix_JC","RT @Fabriziobustama: Researchers Warn of High-Severity Dell PowerEdge Server Flaw
By @threatpost https://t.co/CynTuaEskC
#Dell #CyberSecuri…","London, England","17","{'text': 'Dell', 'indices': [121, 126]}","neutral"
"akshay_khanna","I won’t accept the shipment if the box is damaged/pressed or the seal of the box has been opened or tampered. #Dell #DellIndia #BlueDart","New Delhi : India","0","{'text': 'Dell', 'indices': [110, 115]} {'text': 'DellIndia', 'indices': [116, 126]} {'text': 'BlueDart', 'indices': [127, 136]}","neutral"
"akshay_khanna","@DellCares Please check your DM and respond. I had a word with @BlueDartCares. As per them, the laptop box is damag… https://t.co/26lRxDwyrT","New Delhi : India","0",,"neutral"
"pcguy8088","Never ever buy a #Dell desktop i3 w 4GB of RAM for Windows10. You will throw that computer out the darn window. Was… https://t.co/nTFaRMeUdL","Wpg","0","{'text': 'Dell', 'indices': [17, 22]}","neutral"
"OSChennai","Orbit Systems Online Computer Shopping
#dell #offer #delivery #corona
For more Details:
https://t.co/c3mdqZZONT
Pho… https://t.co/P2QwtPhicg",,"0","{'text': 'dell', 'indices': [39, 44]} {'text': 'offer', 'indices': [45, 51]} {'text': 'delivery', 'indices': [52, 61]} {'text': 'corona', 'indices': [62, 69]}","positive"
"MarketReels","Microsoft India has emerged as the country's most attractive employer brand, followed by Samsung India and Amazon I… https://t.co/CN9YFemIdP","Mumbai, India","0",,"positive"
"Jamaipanese","Upgrade the memory in the Dell Inspiron 7577 - https://t.co/zZ6mlOdhHd #dellinspiron ##laptoprepair #computer #dell https://t.co/oZ1X0LASeO","Japan","0","{'text': 'dellinspiron', 'indices': [71, 84]} {'text': 'laptoprepair', 'indices': [86, 99]} {'text': 'computer', 'indices': [100, 109]} {'text': 'dell', 'indices': [110, 115]}","neutral"
"sumitsehgal07","RT @sumitsehgal07: Does Dell have no customer service ??? There has been no response to my issue !!! Please understand I have lost precious…","India","1",,"neutral"
"bhutan_guide","@PiCoreTeam Hope pi network builds much better than ever #apple #dell #samsung #MercedesBenz","bhutan","1","{'text': 'apple', 'indices': [57, 63]} {'text': 'dell', 'indices': [64, 69]} {'text': 'samsung', 'indices': [70, 78]} {'text': 'MercedesBenz', 'indices': [79, 92]}","positive"
"Fabriziobustama","RT @Fabriziobustama: Researchers Warn of High-Severity Dell PowerEdge Server Flaw
By @threatpost https://t.co/CynTuaEskC
#Dell #CyberSecuri…",,"17","{'text': 'Dell', 'indices': [121, 126]}","neutral"
"ConfigMgrRSC","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Deutschland","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"et_ebur","My boyfriend's been having so many issues with his #Dell XPS laptop. This is the 3rd or 4th time he's opened his la… https://t.co/T6MUqtienr","Shady Sands","0","{'text': 'Dell', 'indices': [51, 56]}","positive"
"martinschulzke","RT @threatpost: A recently patched, high-severity #Dell PowerEdge server #security flaw could allow attackers to take over server operation…","Los Angeles and the world","24","{'text': 'Dell', 'indices': [50, 55]} {'text': 'security', 'indices': [73, 82]}","neutral"
"charliemaurice","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…",,"70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"abu7ala1","Researchers Warn of High-Severity #Dell #PowerEdge Server Flaw | Threatpost

#CyberSecurity #CyberAttack #TechNews… https://t.co/TliBTButa4","#Melbourne #Jeddah #Riyadh","1","{'text': 'Dell', 'indices': [34, 39]} {'text': 'PowerEdge', 'indices': [40, 50]} {'text': 'CyberSecurity', 'indices': [77, 91]} {'text': 'CyberAttack', 'indices': [92, 104]} {'text': 'TechNews', 'indices': [105, 114]}","neutral"
